Title,Жанры,Страна,Год выпуска,Продолжительность,Режиссер,Качество видео,Формат видео,Субтитры,Тип,Статус,Размер,Скачан
,"боевик, драма, комедия, криминал",Гонконг,1989,2.0277777777777777,,,,нет,обычная,проверено,1.47,8027
,"ужасы, детектив",Япония,1995,1.6219444444444444,Чисуи Такигава / Chisui Takigawa,VHSRip,AVI,русские +eng hardsub,обычная,сомнительно,0.64033203125,1308
"   / New police story / Xin jing cha gu shi (  / Benny Chan) [2004, , , , , , BDRip] Dub","боевик, драма, криминал","Китай, Гонконг",2004,2.0483333333333333,Бенни Чан / Benny Chan,,,нет,обычная,проверено,1.46,7669
,Боевые искусства,Гонконг,1982,1.603611111111111,Кори Юэнь,,,,обычная,проверено,1.38,7770
,"боевик, детектив, драма, триллер",Гонконг,2005,1.546111111111111,Уилсон Йип /Wilson Yip,HDRip ,AVI,нет,обычная,проверено,1.46,7948
"   / Wheels on Meals ( ) [1984, , , , DVDRip]","Боевик, комедия",Гонконг,1984,1.7322222222222223,Само Хунг,,,,обычная,проверено,1.36,8018
"  /  / Xuan ya zhi shang / Cliff Walkers (  / Zhang Yimou) [2021, , , , , BDRip] MVO (Head Pack Films)","триллер, история, драма",Китай,2021,2.004722222222222,Чжан Имоу / Zhang Yimou,BDRip (исходник: ,AVI,нет,обычная,проверено,1.46,918
"  / KKN di Desa Penari / KKN, Curse of the Dancing Village (  / Awi Suryadi) [2022, , , , , WEB-DLRip] DVO (Yuka chan & datynet)","ужасы, триллер, детектив",Индонезия,2022,2.1574999999999998,,WEB-DLRip /,AVI,нет,обычная,проверено,1.46,236
,,,2006,1.9558333333333333,Takashi Koizumi / Такаши Коидзуми,DVDRip,AVI,нет,обычная,проверено,1.46,5083 
,Драма,Япония,2007,1.9922222222222221,Исшин Инудо / Isshin Inudou,DVDRip,AVI,нет,обычная,проверено,1.37,518
,"лайв-экшн, фантастика, боевик",Япония,2017,1.8044444444444445,Мотохиро Кацуюки / Motohiro Katsuyuki,HDRip-AVC - ,MKV,,обычная,проверено,2.18,3519
,Драма,Япония,1999,1.2480555555555557,Акихико Сиота / Akihiko Shiota,DVDRip,AVI,нет,обычная,сомнительно,1.37,602 
,"боевик, военный, история, драма","Китай, Гонконг",2022,2.4936111111111114,"Кайгэ Чэнь / Kaige Chen, Данте Лам / Dante Lam, Цуй Харк / Tsui Hark",HDRip,AVI,нет,обычная,проверено,2.18,3683 
"  /   / Meng long guo jiang / Return of the Dragon (  / Bruce Lee) [1972, , , , VHSRip] [USA Short Version] AVO ( ) + VO (""оподобный"" / Виталий Мельников) + AVO (Юрий Живов v2)"" /  ) + AVO (  v2)",Боевик,"Гонконг, Италия",1972,1.5016666666666665,Брюс Ли / Bruce Lee,VHSRip,AVI,нет,обычная,проверено,1.61,691
,"восточные единоборства, боевик",Гон Конг,,1.7694444444444446,Ло Вей /Lo Wei/,,,,обычная,проверено,1.46,18309
,"мистика, боевик, комедия",Гонконг,1990,1.4641666666666666,,DVDRip,AVI,нет,обычная,проверено,1.33,1253 
,"Триллер, фантастика, криминал",Южная Корея,2020,1.8713888888888888,Ли Чхун-хён / Lee Choong-hyeon,WEB-DLRip,AVI,Нет,обычная,проверено,2.18,6380
"  / Cui mian da shi (  / Leste Chen) [2014, , , , , BDRip-AVC] AVO + Sub (Rus, Eng)","триллер, драма, детектив",Китай,2014,1.6913888888888888,Лэсте Чэнь / Leste Chen,,MKV,"русские, английские",обычная,проверено,1.45,6398
"   / Zatoichi And The Doomed Man / Zatoichi sakate giri (  / Kazuo Mori) [1965, , , ,, HDRip] VO (RussianGuy2","боевик, приключения, драма",Япония,1965,1.2925,Кацуо Мори / Kazuo Mori,HDRip,AVI,английские ,обычная,проверено,1.47,607
"  / Adventures Of Zatoichi / Zatoichi sekisho yaburi (  / Kimiyoshi Yasuda) [1964, , , ,, HDRip] VO [RussianGuy27","боевик, приключения, драма",Япония,1964,1.4375,Кимиёши Ясуда / Kimiyoshi Yasuda,HDRip,AVI,нет,обычная,проверено,0.72490234375,336
"  / Zatoichis Revenge / Zatôichi nidan-kiri (  / Akira Inoue) [1965, , , ,, HDRip] MVO + VO + Original Jpn + Sub Eng","боевик, приключения, драма",Япония,1965,1.3922222222222222,Акира Иноэ / Akira Inoue,HDRip,AVI,английские ,обычная,проверено,1.68,627
",  / Fight Zatoichi Fight / Zatôichi kesshô-tabi (  / Kenji Misumi) [1964, , , ,, HDRip] MVO + VO + Original Jpn + Sub Eng","боевик, приключения, драма",Япония,1964,1.4613888888888888,Кэндзи Мисуми / Kenji Misumi,HDRip,AVI,английские ,обычная,проверено,1.65,819
,боевик,Южная Корея,2017,2.056111111111111,Чон Бён-гиль / Jeong Byeong-gil,HDRip | ,AVI,нет,обычная,проверено,1.46,8990
"   / Zatoichis Flashing Sword / Zatôichi abare tako (  / Kazuo Ikehiro) [1964, , , , ,","боевик, драма, приключения",Япония,1964,1.3716666666666666,Казуо Икехиро / Kazuo Ikehiro,HDRip,AVI,английские ,обычная,проверено,1.68,938
"  /    / Space Battleship Yamato (  / Takashi Yamazaki) [2010, , , , , ,","фантастика, боевик, драма, приключения",Япония,2010,2.31,Такаши Ямазаки / Takashi Yamazaki,,AVI,"Русские, Английские, Украинские",обычная,проверено,2.55,10304 
,"Драма, исторический",Япония,2012,2.2405555555555554,Кейси Отомо / Keishi Ohtomo,,MKV,,обычная,проверено,2.18,12359
,"исторический, экшн, боевые искусства",Япония,2014,2.311388888888889,Кэиси Отомо / Keishi Ohtomo,,mkv,,обычная,проверено,2.18,3424 
" :  / Rurouni Kenshin: The Final / Rurouni Kenshin Saishusho The Final (  / Keishi Ohtomo) [2021, , , , , драма, WEB-DLRip-AVC] DVO + Original JP + Sub Rus, WEB-DLRip-AV","приключения, боевые искусства, исторический, драма",Япония,2021,2.3177777777777777,Кэиси Отомо / Keishi Ohtomo,,mkv,,обычная,проверено,2.18,1909
,"Комедия, боевик",Южная Корея,2019,1.7272222222222224,Ли Сан-гын / Lee Sang-geun,HDRip,AVI,русские (,обычная,проверено,1.79,3118
"  / Shogun Assassin (  / Robert Houston) [1980, , , , , , BDRip-AVC] AVO (. ) + AVO (.  / ) + Sub Rus + Original Eng","боевик, приключения, боевые искусства","США, Япония",1980,1.416388888888889,Роберт Хьюстон / Robert Houston,BDRip-AVC ,MKV,русские,обычная,проверено,2.21,4872 
,"триллер, криминал",Южная Корея,2013,2.254166666666667,Пак Хун Джон / Park Hoon Jung,,,нет,обычная,проверено,2.18,18404 
,"боевик, драма, комедия, криминал",Южная Корея,2015,2.0608333333333335,Рю Сын Ван / Ryoo Seung-Wan,HDRip,AVI,,обычная,проверено,1.38,8708
,Драма,Ю. Корея,2003,1.7855555555555556,Им Сан Су / Im Sang Soo,,,,обычная,проверено,1.12,2011
,"Драма, Гей-тема","Гонконг, Китай, Швейцария",2008,1.6822222222222223,Уинг Кит Хунг / Wing Kit Hung,DVDRip (взят с этой раздачи: ,AVI,нет,обычная,проверено,0.7244140625,2600
"   / Escape at Dawn / Akatsuki no dasso (  / Senkichi Taniguchi) [1950, ,  , DVDRip] + Sub Rus + Original Jpn",военная драма,Япония,1950,1.8372222222222223,,DVDRip,AVI,,обычная,проверено,1.46,106
"  / Tu Lan Duo: Mo Zhou Yuan Qi / The Curse of Turandot (  / Zheng Xiaolong) [2021, , , , , WEB-DLRip] DVO (Asia) + Sub Rus, Rng,Zho + Original Zho","Фэнтези, боевик, мелодрама",Китай,2021,1.8416666666666666,Чжэн Сяолун / Zheng Xiaolong,WEB-DLRip (исходник: ,AVI,"английские (hardsub), китайские (hardsub), русские",обычная,проверено,1.61,983 
,Молодежная драма,Япония,2001,0,Шунджи Иваи,,,,обычная,проверено,1.37,1113
"  3 / Yip Man 3 / Ip Man 3 (  / Wilson Yip) [2015, , , , , , , BDRip-AVC] Dub ( HD)","боевик, драма, биография, история","Китай, Гонконг",2015,1.7447222222222223,Уилсон Ип / Wilson Yip,BDRip-AVC / ,MKV,нет,обычная,проверено,1.42,902 
"  2 / Yip Man 2 / Ip Man 2 (  / Wilson Yip) [2010, , , , , , , BDRip] MVO (BBC Saint-Peters",,,,0,,,,нет,обычная,проверено,1.46,22017
" / Buffalo Boys (  / Mike Wiluan) [2018, , , , , HDRip] MVO (HDRezka Studio) + Sub Eng + Original Ind/Eng","Боевик, вестерн","Индонезия, Сингапур",2018,1.7094444444444443,Майк Уилуэн / Mike Wiluan,HDRip,AVI,"английские, русские (форсированные)",обычная,проверено,2.05,711
"  / First Strike / Ging chaat goo si 4: Ji gaan daan yam mo (  / Stanley Tong) [1996, , , , , , , , , ,  / Uncut] AVO () + Original","боевик, триллер, комедия, криминал, приключения","Гонконг, США, Австралия, Россия",1996,1.7933333333333332,Стенли Тонг / Stanley Tong,DVDRip-AVC (,MKV,английские,обычная,проверено,1.45,2819
,военная драма,Япония,1943,1.511388888888889,,DVDRip,AVI,русские,обычная,проверено,1.55,423 
"    / Zatoichi And The Chest Of Gold / Zatôichi senryô-kubi (  / Kazuo Ikehiro) [1964, , , , ,","боевик, драма, приключения",Япония,1964,1.3741666666666668,Казуо Икехиро / Kazuo Ikehiro,HDRip,AVI,английские ,обычная,проверено,1.69,709
,"боевик, приключения, драма",Япония,1963,1.463611111111111,Кимиёши Ясуда / Kimiyoshi Yasuda,HDRip,AVI,английские ,обычная,проверено,1.7,762 
,"Боевые искусства, фантастика",Гонконг,1996,1.381111111111111,Дэниэл Ли,,,нет,обычная,проверено,1.35,870
,"боевик, триллер, ужасы",Южная Корея,2016,1.9680555555555554,Ён Сан-хо / Yeon Sang-ho,BDRip / ,AVI,"русские (форсированные, полные)",обычная,проверено,2.18,24765
,"боевик, драма, приключения",Япония,1962,1.6055555555555554,Кэндзи Мисуми / Kenji Misumi,HDRip,AVI,нет,обычная,проверено,1.47,1243 
,ужасы,Южная Корея,2006,1.6575,Ким Чжон Мин/ Kim Jeong-min,DVDRip,AVI,нет,обычная,проверено,0.84140625,851
,триллер,Южная Корея,2013,1.6336111111111111,Ким Бён У / Kim Byeong Woo,,,нет,обычная,проверено,0.7298828125,922 
"  / Mo-bi-dik / Moby Dick (   / Park In-je) [2011,  , , , DVDRip] DVO (den904, DeadSno)","детектив, боевик",Южная Корея,2011,1.87,Пак Ин Че / Park In-je,DVDRip (DVD9),AVI,нет,обычная,проверено,1.47,1903 
,Комедийный боевик,Гонконг,1994,1.393888888888889,"Стивен Чоу / Stephen Chow, Лик-Чи Ли / Lik-Chi Lee",BDRip [From.Beijing.With.Love.1994.BDRemux.1080p_by_vedigo.mkv],AVI,нет,обычная,проверено,1.37,6450
,"Боевик, биография, история","Китай, Гонконг",2008,1.7725,Уилсон Йип / Wilson Yip,,,"русские (взятые с субтитры.ру и подогнанные под данный рип), английские",обычная,проверено,2.71,8354 
"  3 / The General's Son 3 / Janggunui adeul III (   / Im Kwon-taek) [1992,  , , , DVDRip] VO den904","драма, криминал",Южная Корея,1992,1.8697222222222223,Им Квон Тхэк / Im Kwon-taek,DVDRip (DVD5),AVI,нет,обычная,проверено,1.47,708
,"Боевик,Криминальная Драма",Юж.Корея,1990,1.7963888888888888,Им Квон Тхэк,,,,обычная,проверено,0.73916015625,393 
"  / Sugata Sanshiro (  / Seiichirô Uchikawa) [1965, , , , DVDRip] MVO (Triumph Video) + Dub () + Original Jpn + Sub Rus",,,,0,,,,,обычная,проверено,2.19,3334 
" :  49  / Singwa hamkke: ingwa yeon / Along with the Gods: The Last 49 Days ( - / Kim Yong-hwa) [2018,  , , , ,","драма, фэнтези, приключения",Южная Корея,2018,2.3558333333333334,Ким Ён-хва / Kim Yong-hwa,HDRip,AVI,"английские, китайские, русские (ФСГ 'cardinals'), русские (ФСГ 'Zipper'), русские форсированные для аудио-дорожки №2",обычная,проверено,2.55,4272 
,"боевик, драма, приключения",Япония,1968,1.3724999999999998,Кимиёши Ясуда / Kimiyoshi Yasuda,HDRip,AVI,английские ,обычная,проверено,1.46,666
,"ужасы, триллер",Япония,2009,1.4819444444444445,Такаши Шимицу / Takashi Shimizu,,,нет,обычная,проверено,1.45,2357
"   / Zatoichi The Fugitive / Zatôichi kyôjô-tabi (  / Tokuzo Tanaka ) [1963, , , ,, HDRip] DVO + VO + Original Jpn + Sub Eng","боевик, приключения, драма",Япония,1963,1.4375,Токузо Танака / Tokuzo Tanaka,HDRip,AVI,английские ,обычная,проверено,1.7,717
"  / Zatoichis Conspiracy / Shin Zatôichi monogatari: Kasama no chimatsuri (  / Kimiyoshi Yasuda) [1973, , , , ,","боевик, драма, приключения",Япония,1973,1.4633333333333334,Кимиёши Ясуда / Kimiyoshi Yasuda,HDRip,AVI,английские ,обычная,проверено,1.47,740
,"боевик, драма, приключения",Япония,1972,1.5433333333333332,Синтаро Кацу / Shintaro Katsu,HDRip,AVI,английские ,обычная,проверено,1.46,980
" / The Geisha / Yokiro (  / Hideo Gosha) [1983, , , , DVDRip] VO [Delonnn]","драма, военный",Япония,1983,2.305555555555556,Хидео Гося / Hideo Gosha,DVDRip,AVI,нет,обычная,проверено,2.18,771
,"фантастика, ужасы",Япония,1977,1.5405555555555557,Джунджи Курато /Junji Kurata,DVDRip,AVI,нет,обычная,проверено,1.46,3744 
,"фэнтези, комедия, музыка",Южная Корея,2014,2.0816666666666666,Хван Дон Хек / Hwang Dong-Hyuk,HDRip,AVI,русские ,обычная,проверено,2.19,2512
,"Фэнтези, приключения",Китай,2016,2.0569444444444445,Дэниэл Ли / Daniel Lee,WEB-DLRip,AVI,"Русские, английские. Английские и китайские (хардсаб - неотключаемые)",обычная,проверено,1.8,1333 
,"Драма, Мелодрама, Комедия",Южная Корея,2005,1.6469444444444443,Джонг Сик Конг / Jeong-sik Kong,DVDRip,AVI,"русские, английские",обычная,сомнительно,1.63,3388
"  / Spin Kick / Dolryeochagi-  / Sang-guk Nam) [2004,  , , , ,  , WEB-DLRip] MVO (/ ) + Original Kor","боевик, комедия, спорт, боевые искусства",Корея Южная,2004,1.8411111111111111,Сан-кук Нам / Sang-guk Nam,WEB-DLRip,AVI,нет,обычная,проверено,1.46,387
,"боевик, фантастика, триллер",Южная Корея,2022,2.2911111111111113,Пак Хун Чжон / Пак Хун-джон / Park Hoon-jung,WEB-DLRip-AVC (исходник: ,MKV,"английские, русские (forced, full) | ",обычная,проверено,2.9,1748
" / Pimak ( - / Lee Doo-yong) [1981,  , , , WEBRip] (From Outer Space) + Sub Rus + Original Kor","драма, ужасы",Южная Корея,1981,1.6141666666666665,Ли Ду-ён / Lee Doo-yong,WEBRip,MKV,русские,обычная,сомнительно,0.77412109375,181
,"боевик, криминал, триллер",Корея Южная,2022,1.8138888888888889,Пак Тэ-мин / Park Dae-min,,,"Rus (Кинопоиск HD) Full, Eng (Full)",обычная,проверено,4.04,361
,"боевик, приключения",Китай,2017,1.8372222222222223,Тань Бин / Tan Bing,WEB-DLRip,AVI,нет,обычная,проверено,1.46,3272 
,"боевик, драма, приключения",Япония,1963,1.5286111111111111,Токузо Танака / Tokuzo Tanaka,HDRip,AVI,английские,обычная,проверено,1.47,901
"   ( 3) / Shin Zatoichi monogatari (part 3) (  / Tokujo Tanaka) [1963, , , DVDRip]",Боевик,Япония,1963,0,Токудзо Танака / Tokujo Tanaka,,,,обычная,проверено,0.9736328125,500
,боевик,,1993,1.578888888888889,Ринго Лам /Ringo Lam/,,,,обычная,проверено,1.46,2908
,"Драма, Гей-тема",Филиппины,2007,1.3455555555555556,Хоселито Алтарехос / Joselito Altarejos,DVDRip,AVI,нет,обычная,сомнительно,0.9583984375,1952 
,Драма,Филиппины,2008,1.715277777777778,Джоселито Алтареджос / Joselito Altarejos,,,,обычная,проверено,0.96220703125,1063 
,"боевик, мелодрама, комедия",,1992,1.6508333333333334,,,,нет,обычная,проверено,1.46,9750
,"боевик, триллер, криминал, приключения",Таиланд,2003,1.7416666666666667,Прачья Пинкаю / Prachya Pinkaew,,,"русские, английские",обычная,проверено,3.76,3903 
,,,,0,,,,,обычная,проверено,2.18,996
,"исторический, драма, военный",Китай-Франция-Япония,1998,2.5616666666666665,Чен Кайге /Chen Kaige/,,,"русские (srt, UTF-8)
",обычная,проверено,2.95,6052 
,"Боевик, Комедия, Приключения","Япония, Toei Co. Ltd.",2001,1.805,Хироюки Накано,,,,обычная,проверено,1.37,4129
,"боевик, драма",Япония,1965,2.0080555555555555,Кихачи Окамото / Kihachi Okamoto,HDRip,AVI,нет,обычная,проверено,1.46,1977
,"боевик, драма, приключения",Япония,1970,1.9347222222222222,Кихати Окамото / Kihachi Okamoto,HDRip,AVI,английские ,обычная,проверено,2.2,633 
,драма,Япония,1962,2.2169444444444446,Масаки Кобаяси / Masaki Kobayashi,HDRip ,AVI,русские ,обычная,проверено,1.88,3784 
,"Боевик, Комедия, Вестерн",Гонконг,1986,1.698888888888889,,,,,обычная,проверено,1.46,7379
,"драма, детектив, криминал",Япония,2017,2.0769444444444445,Хирокадзу Корээда / Hirokazu Koreeda,WEB-DLRip-AVC / ,MKV,нет,обычная,проверено,1.43,1398
,"боевик, триллер, криминал","Индонезия, Франция, США",2011,1.6844444444444444,,,,нет,обычная,сомнительно,1.46,6606
,"фантастика, боевик",Китай,2023,2.888611111111111,Франт Гво / Frant Gwo,WEB-DLRip-AVC,MKV,нет,обычная,проверено,2.91,3379
,"боевик, драма, криминал",Япония,1995,2.0169444444444444,Такаси Исии / Takashi Ishii,DVDRip (DVD9),AVI,русские (на места без перевода),обычная,проверено,1.46,2039
"    / Stranger on the Second Floor / Nikai no tanin (  / Yoji Yamada) [1961, ,  , DVDRip] + Sub Rus + Original Jpn",драма комедия,Япония,1961,0.9305555555555556,,DVDRip,AVI,,обычная,проверено,0.9974609375,360
,"Драма, мелодрама",Япония,1967,1.7997222222222222,Микио Нарусэ / Mikio Naruse,BDRip,AVI,"английские, русские (",обычная,проверено,1.46,328
"  / Miss Change (   / Jeong Cho-sin) [2013,  , , , , , HDRip] Sub Rus","комедия, драма, эротика, мистика",Южная Корея,2013,1.6808333333333332,Чон Чхо Син / Jeong Cho-sin,HDRip,MKV,русские,обычная,временная,0.584765625,2547
,"боевик, триллер, драма",Япония,2000,0,,,,"Русские, англиийские внешние (*srt)",обычная,проверено,2.91,37070
,"боевик, драма, криминал",Гонконг,1987,1.6944444444444444,Ринго Лам / Ringo Lam,HDRip ,AVI,нет,обычная,проверено,1.45,1042 
,"боевик, драма",Гонконг,1987,1.6330555555555555,Джо Чунг / Joe Cheung,,,,обычная,проверено,1.45,2005
,"боевик, фантастика",Гонконг,2022,1.6872222222222222,,WEB-DLRip,AVI,нет,обычная,проверено,1.46,4415
,"Ужасы, боевик, триллер",Южная Корея,2018,2.0272222222222225,Ким Сон-хун / Kim Seong-hoon,HDRip,AVI,Английские (отдельно в папке раздачи),обычная,проверено,2.0,2874 
,"боевик, приключения","Италия, Филиппины",1986,1.465277777777778,Тедди Пейдж / Teddy Page,VHSRip,MKV,нет,обычная,сомнительно,1.81,599
,"боевик, драма, комедия",Южная Корея,2017,2.0705555555555555,,BDRip | ,AVI,нет,обычная,проверено,1.46,1840
"  3 /    3 / A Better Tomorrow 3 / Ying hung boon sik (  /Tsui Hark) [1989, , , , , , HDRip] MVO [Kravec]","боевик, триллер, драма, криминал",Гонконг,1989,1.9841666666666666,Цуи Харк /Tsui Hark,HDRip ,AVI,нет,обычная,проверено,1.46,683 
,драма,Южная Корея,2011,1.7491666666666668,Ли Юн Ги / Lee Yoon Ki,DVDRip,AVI,русские,обычная,проверено,1.37,3998
,"Мелодрама, романтика",Южная Корея,2011,1.9197222222222223,Kim Tae-yong (김태용),HDTVRip,AVI,нет,обычная,проверено,1.45,2789
" /  /   / Baekdusan / Ashfall ( - / Lee Hae-joon,  - / Kim Byeong-seo) [2019,  , , , BDRip] Dub (iTunes)","боевик, драма",Южная Корея,2019,2.1366666666666663,,BDRip | ,AVI,нет,обычная,проверено,2.18,5433 
,,,,0,,,,,обычная,сомнительно,1.4,1697
,драма,Япония,1960,1.3866666666666667,,DVDRip,AVI,,обычная,проверено,0.92578125,729
,"триллер, драма",Япония,1978,2.1305555555555555,Сацуо Ямамото / Satsuo Yamamoto,,,нет,обычная,проверено,5.66,738
,"триллер, драма",Япония,1978,2.1305555555555555,Сацуо Ямамото / Satsuo Yamamoto,,,нет,обычная,проверено,5.66,738
"   / A Millionaire's First Love (  /Kim Tae-gyoon) [2006,  , , DVDRip]",Драма,Южная Корея,2006,0,Ким Тэ Гён / Kim Tae-gyoon,DVDRip,AVI,нет,обычная,сомнительно,0.98818359375,3976
,"боевик, катастрофа, драма, триллер, ужасы",Южная Корея,2020,1.6358333333333335,Чо Иль Хён / Jo Il Hyeong,HDTVRip-AVC - ,MKV,,обычная,проверено,1.48,2043 
,"экшн,боевик",Гонконг,2007,1.452777777777778,Вилсон Йип / Wilson Yip,BDRip Исходник ,AVI,нет,обычная,проверено,1.45,4637
" / Okuribito / Departures (  / Yojiro Takita) [2008, , , , HDRip] MVO","драма, музыка",Япония,2008,2.1838888888888888,Йодзиро Такита / Yojiro Takita,HDRip [,AVI,нет,обычная,проверено,1.46,13025
,боевик,Гонконг,1989,1.5844444444444443,Ронни Ю / Ronny Yu,VHSRip,DVD Video,английские,обычная,проверено,3.29,356
,"исторический, боевик, приключения",Корея,2008,2.2358333333333333,Ким Ю-джин / Yu-jin Kim,HDRip ,AVI,нет,обычная,проверено,2.18,1156
,"фэнтези, боевик, драма",Китай,2002,1.6533333333333333,,,,отсутствуют,обычная,проверено,1.45,1188
"   / Kotei no inai hachigatsu (  / Satsuo Yamamoto) [1978, , , , DVDRip] MVO + Original Jpn",,,,0,Сацуо Ямамото / Satsuo Yamamoto,,,,обычная,проверено,1.53,1512
,"притча, киберпанк, авангард, комедия, ужасы",Япония,1991,1.6119444444444444,Сёдзин Фукуи / Shozin Fukui,BDRip-AVC,MKV,русские ,обычная,проверено,1.77,348
,,,,0,,,,,обычная,сомнительно,2.1,4317
,"драма, мелодрама, гей-тема",Япония,2020,2.105277777777778,,WEB-DLRip,AVI,нет,обычная,проверено,2.12,302 
"  3 / Mr. Vampire 3 / Ling huan xian sheng (  / Ricky Lau) [1987, ,  /  /  , DVDRip-AVC]",ужасы / комедия / боевые искусства,Гонконг,1987,0,Рикки Лау / Ricky Lau,,,,обычная,проверено,1.46,1912
,"Боевик, Военный",,2010,2.1322222222222225,Танит Дзитнукул / Tanit Jitnukul,,AVI,нет,обычная,проверено,1.46,1687
,военная драма,Таиланд,2000,1.891388888888889,Танит Дзитнукул / Tanit Jitnukul,,,,обычная,проверено,1.46,6380
,"История, боевик, военный, драма",Южная Корея,2021,2.0191666666666666,Рю Сын-ван / Ryoo Seung-wan,BDRip (исходник: ,AVI,"английские, русские",обычная,проверено,2.19,911
,"Комедия, романтика, триллер",Южная Корея,2007,1.578888888888889,Канг Кюнг-хун / Kang Kyung-Hun,TVRip,AVI,нет,обычная,проверено,0.814453125,1927
,психологический триллер,Япония,2010,2.2244444444444444,Matsuyama Hiroaki,DVDRip,AVI,нет,обычная,проверено,1.55,4572 
,"боевик, драма",Гонконг,1994,0,,,,,обычная,проверено,1.45,12060
,Драма,Япония,1977,2.846388888888889,Сиро Моритани / Shirô Moritani,BDRip,AVI,нет,обычная,сомнительно,3.27,431
,"фэнтези, боевик, комедия","Китай, Гонконг",2012,1.9677777777777776,"Гордон Чан / Gordon Chan, Джанет Чун/Janet Chun",,avi,,обычная,проверено,2.18,4257
,боевик,"Китай, Гонконг",1976,1.5380555555555555,Джон Ву / John Woo,DVDRip,AVI,нет,обычная,проверено,1.46,998
,"драма, боевик",Южная Корея,2006,1.9394444444444443,Чхве Чжон Тхэ / Choi Jong Tae,DVDRip,AVI,нет,обычная,проверено,1.26,1101
,"мистика, боевые искусства",Гонконг,2008,1.968611111111111,Гордон Чан / Gordon Chan,,,,обычная,проверено,2.18,3250
,"драма, мелодрама, история",Южная Корея,2008,2.2055555555555557,Ха Ю / Ha Yu,HDRip [ри с BDRip 720p],AVI,нет,обычная,проверено,2.0,15911
,Военная драма.,Япония.,1980,3.072777777777778,Тосио Масуда / Toshio Masuda,DVDRip,AVI,русские (перевод ,обычная,проверено,2.2,10342 
"  2002 / Tian xia wu shuang ( ) [2002, , , DVDRip]",Комедия,Китай,2002,0,Джеффри Лау,,,,обычная,проверено,0.9181640625,2016
"   / Hansel & Gretel / Hen Jel gwa Geu Re Tel ( - / Pil-Sung Yim) [2007,  , , , , , HDRip] DVO + Original + Sub (rus+eng)","ужасы, фэнтези, драма, детектив",Южная Корея,2007,1.9491666666666667,Йим Пиль-Сунг/ Pil-Sung Yim,HDRip (1080p),AVI,"русские (отдельно, srt), английские (отдельно, srt)",обычная,проверено,2.56,1187
"  / Perfect Partner / Wonbyeokhan pateuneo (   / Park Heon Soo) [2011,  ,  , DVDRip-AVC] DVO Récitant & Nakayori + Original + Sub rus",эротическая комедия,Южная Корея,2011,2.089444444444444,Пак Хён Су / Park Heon Soo,DVDRip-AVC,MKV,русские,обычная,проверено,2.28,8115
,"мистика, ужасы",Южная Корея,2003,1.8858333333333335,Шон-хо Ким / Sung-ho Kim,DVDRip,AVI,"русские, английские",обычная,проверено,1.37,4577
"    / Under the Same Moon / Onaji tsuki wo miteiru (  / Kenta Fukasaku) [, 2005 ., , DVDRip, Sub]",драма,Япония,2005,1.7597222222222222,Кэнта Фукасаку / Kenta Fukasaku,,,,обычная,проверено,1.37,1121
,романтика,Япония,2009,2.0108333333333333,Ю Накаи / Yu Nakai,DVDRip,AVI,русские,обычная,проверено,1.37,1883 
"  / Gerumaniumu no yoru / The Whispering of the Gods (  / Tatsushi Ômori / Tatsushi Ohmori) [2005, ,  драма, арт-хаус, DVDRip] Original + Sub, -, DVDRip] Original + Sub","фрейдистская драма, арт-хаус",Япония,2005,1.7891666666666666,Тацуси Омори / Tatsushi Ômori / Tatsushi Ohmori,DVDRip ,AVI,,обычная,проверено,1.17,3059
"  /   / The Twilight Samurai / Tasogare Seibei (  / Yoji Yamada) [2002, , , HDRip] MVO (  )",Драма,Япония,2002,2.1505555555555556,Ёдзи Ямада / Yoji Yamada,HDRip / ,AVI,нет,обычная,проверено,1.46,19129
,Самурайская драма,Япония,2005,0,Мицуо Куроцути / Mitsuo Kurotsuchi,,,,обычная,проверено,1.89,1748
,,,,0,,,,,обычная,проверено,1.46,3017
"   / Diary of a Mad Old Man / Futen Rojin nikki (  / Keigo Kimura) [1962, , , DVDRip] + Sub Rus + Original Jpn",драма,Япония,1962,1.640277777777778,,DVDRip,AVI,,обычная,проверено,1.31,460
,мелодрама,Япония,2006,1.748888888888889,,DVDRip,AVI,русские,обычная,проверено,0.6826171875,1031
,"боевик, вестерн","Индонезия, Сингапур",2018,1.7105555555555556,Майк Уилуэн / Mike Wiluan,WEB-DLRip,AVI,нет,обычная,проверено,1.46,2235
,Комедия,Япония,2005,1.6727777777777777,Сатоси Мики / Satoshi Miki,DVDRip,AVI,"русские, английские",обычная,проверено,1.02,997
"    / Hai kikku garu! / High Kick Girl! (  / Fuyuhiko Nishi) [2009, ,  , DVDRip] VO",боевые искусства,Япония,2009,1.3594444444444445,Фуюхико Ниши / Fuyuhiko Nishi,,,,обычная,сомнительно,1.44,4981
,"драма, мелодрама",Япония,2008,2.0080555555555555,Юки Танада / Yuki Tanada,DVDRip,AVI,русские,обычная,проверено,1.37,1070
,"Боевик, драма",Гонконг,1977,1.472222222222222,Чанг Че / Cheh Chang,VHSRip,AVI,нет,обычная,проверено,1.37,477
,"Боевик, криминал, драма",Китай,2021,1.3211111111111111,Чэнь Сымин / Chen Siming,WEB-DLRip,AVI,нет,обычная,проверено,1.37,363 
